,index,number,link,title,img
31,"E90: Twitter subpoenas, market overview, Pelosi's Taiwan visit & more",90.0,https://www.youtube.com/watch?v=jlK5tsUuEP0&list=UUESLZhusAkFfsNsApnjF_Cg&index=32,"E90: Twitter subpoenas, market overview, Pelosi's Taiwan visit & more",https://i.ytimg.com/vi/jlK5tsUuEP0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-v_YlWrM2ligzigmaXur8lCe_Gw
32,"E89: GDP growth negative in Q2, $SHOP layoffs, Alzheimer's fraud, Ginkgo acquires Zymergen & more",89.0,https://www.youtube.com/watch?v=mxQMdk6jCKU&list=UUESLZhusAkFfsNsApnjF_Cg&index=33,"E89: GDP growth negative in Q2, $SHOP layoffs, Alzheimer's fraud, Ginkgo acquires Zymergen & more",https://i.ytimg.com/vi/mxQMdk6jCKU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBry1bUaVamNPqVKAK3hsM1mU92Dw
33,"E88: First principle politics, China chaos & outlook, state of private/public markets & more",88.0,https://www.youtube.com/watch?v=8Egym4qjvEw&list=UUESLZhusAkFfsNsApnjF_Cg&index=34,"E88: First principle politics, China chaos & outlook, state of private/public markets & more",https://i.ytimg.com/vi/8Egym4qjvEw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKVGJNhMY-4IbzK5Gd4dTufi6ZUw
34,"E87: Emerging markets, Sri Lanka, 9.1% CPI, market sentiment, NASA's Webb telescope & more",87.0,https://www.youtube.com/watch?v=TsGdPCtquGg&list=UUESLZhusAkFfsNsApnjF_Cg&index=35,"E87: Emerging markets, Sri Lanka, 9.1% CPI, market sentiment, NASA's Webb telescope & more",https://i.ytimg.com/vi/TsGdPCtquGg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYBmsrLlKKlyjisOI5Dsb7MyIILQ
35,"E86: Macro outlook: jobs, housing, inflation + Dutch farmers protests & EU climate missteps",86.0,https://www.youtube.com/watch?v=c8-rydueTzg&list=UUESLZhusAkFfsNsApnjF_Cg&index=36,"E86: Macro outlook: jobs, housing, inflation + Dutch farmers protests & EU climate missteps",https://i.ytimg.com/vi/c8-rydueTzg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAIYslKTXOCGdZdUYbOAXhOQTke_g
36,"E85: SBF's crypto bailout, Zendesk sells for ~$10B, buyout targets, US diplomacy, AlphaFold & more",85.0,https://www.youtube.com/watch?v=8lrOjNsPzww&list=UUESLZhusAkFfsNsApnjF_Cg&index=37,"E85: SBF's crypto bailout, Zendesk sells for ~$10B, buyout targets, US diplomacy, AlphaFold & more",https://i.ytimg.com/vi/8lrOjNsPzww/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAB3QqhdJPi4B7bzWPe5A7-56vT3w
37,"E84: Markets update, crypto collapse, Russia/Ukraine endgame, state of the podcast",84.0,https://www.youtube.com/watch?v=Bh6-PXMdmPk&list=UUESLZhusAkFfsNsApnjF_Cg&index=38,"E84: Markets update, crypto collapse, Russia/Ukraine endgame, state of the podcast",https://i.ytimg.com/vi/Bh6-PXMdmPk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-GEmTW2Kt7tmAFIBPAcYqXkxjXQ
38,"E83: Market slide continues, and how to address Uvalde",83.0,https://www.youtube.com/watch?v=8DQ87UHAGTk&list=UUESLZhusAkFfsNsApnjF_Cg&index=49,"E83: Market slide continues, and how to address Uvalde",https://i.ytimg.com/vi/8DQ87UHAGTk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBALrlv0iBX03dRw1XO-Y4uFxassw
39,E82: All-In Summit: Claire Cormier Thielke on China + Q&A with Flexport's Ryan Petersen,82.0,https://www.youtube.com/watch?v=dTF-KtYWl5Q&list=UUESLZhusAkFfsNsApnjF_Cg&index=52,E82: All-In Summit: Claire Cormier Thielke on China + Q&A with Flexport's Ryan Petersen,https://i.ytimg.com/vi/dTF-KtYWl5Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1iEr4Fdc1NCF4sTRMJWQ0NqLwyw
40,"E81: All-In Summit: Bill Gurley & Brad Gerstner on markets, downturns & investment cycles",81.0,https://www.youtube.com/watch?v=lcyec3pvAEY&list=UUESLZhusAkFfsNsApnjF_Cg&index=53,"E81: All-In Summit: Bill Gurley & Brad Gerstner on markets, downturns & investment cycles",https://i.ytimg.com/vi/lcyec3pvAEY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC32hnZiA9CBlvu4eEQ1M6qIN_agQ
41,"E69: Elon Musk on Twitter's bot problem, SpaceX's grand plan, Tesla stories, Giga Texas & more",69.0,https://www.youtube.com/watch?v=CnxzrX9tNoc&list=UUESLZhusAkFfsNsApnjF_Cg&index=54,"E69: Elon Musk on Twitter's bot problem, SpaceX's grand plan, Tesla stories, Giga Texas & more",https://i.ytimg.com/vi/CnxzrX9tNoc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZL9Io0pHKIoYADMa6mVrP4Rec9g
42,"E80: Recession deep dive: VC psychology, macro risks, Tiger Global, predictions and more",80.0,https://www.youtube.com/watch?v=ezOIBfZcwbQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=55,"E80: Recession deep dive: VC psychology, macro risks, Tiger Global, predictions and more",https://i.ytimg.com/vi/ezOIBfZcwbQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBExd6qDtyJkDNfVNHkmcgxtBBYMw
43,E79: Analyzing the leaked draft overturning Roe v. Wade with Amy Howe and Tom Goldstein,79.0,https://www.youtube.com/watch?v=qH696z3ml1Q&list=UUESLZhusAkFfsNsApnjF_Cg&index=56,E79: Analyzing the leaked draft overturning Roe v. Wade with Amy Howe and Tom Goldstein,https://i.ytimg.com/vi/qH696z3ml1Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDBZVEEOI5iD4N6dix--9Q6OfDvw
44,"E78: VC fund metrics that matter, private market update, recession, student loans, Bill Hwang arrest",78.0,https://www.youtube.com/watch?v=7gS9UVSve0s&list=UUESLZhusAkFfsNsApnjF_Cg&index=57,"E78: VC fund metrics that matter, private market update, recession, student loans, Bill Hwang arrest",https://i.ytimg.com/vi/7gS9UVSve0s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtnb1BUMCJGny5xnSEcx8jeG2V8g
45,"E77: Tech work culture, crypto regulation, stablecoins, $NFLX & more w/ Coinbase CEO Brian Armstrong",77.0,https://www.youtube.com/watch?v=kagVCXIPIlQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=58,"E77: Tech work culture, crypto regulation, stablecoins, $NFLX & more w/ Coinbase CEO Brian Armstrong",https://i.ytimg.com/vi/kagVCXIPIlQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXkxwwqQaZ7HsIzqkH9MllbhtZdA
46,"E76.5: Food shortage, China's grand plan, inflation, French election plus an All-In Summit preview",1.0,https://www.youtube.com/watch?v=AEvMI6R6Er0&list=UUESLZhusAkFfsNsApnjF_Cg&index=59,"E76.5: Food shortage, China's grand plan, inflation, French election plus an All-In Summit preview",https://i.ytimg.com/vi/AEvMI6R6Er0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUjDu1ntY6ZkGCFReMMwg5HuOyaQ
47,E76: Elon vs. Twitter,76.0,https://www.youtube.com/watch?v=9Suaj_0wKV0&list=UUESLZhusAkFfsNsApnjF_Cg&index=60,E76: Elon vs. Twitter,https://i.ytimg.com/vi/9Suaj_0wKV0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBxENRJnTRvBrrpoTvXSOlBRyOV3g
48,"E75: Fast shuts down, board culpability, Elon buys 9% of Twitter, deplatforming's evolution & more",75.0,https://www.youtube.com/watch?v=th7SiVmxU2s&list=UUESLZhusAkFfsNsApnjF_Cg&index=61,"E75: Fast shuts down, board culpability, Elon buys 9% of Twitter, deplatforming's evolution & more",https://i.ytimg.com/vi/th7SiVmxU2s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD44MNq9d3_C8GHGvOzGUG4ZSk6yg
49,"E74: Market update, inverted yield curve, immigration, new SPAC rules, $FB smears TikTok and more",74.0,https://www.youtube.com/watch?v=nZOeRDO1Z8s&list=UUESLZhusAkFfsNsApnjF_Cg&index=62,"E74: Market update, inverted yield curve, immigration, new SPAC rules, $FB smears TikTok and more",https://i.ytimg.com/vi/nZOeRDO1Z8s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmRbJo9BhJMSwn8Dz0WrMGtVnAuA
50,"E73: Late-stage VC markdowns and mistakes, market strategy, Ukraine/Russia update with Brad Gerstner",73.0,https://www.youtube.com/watch?v=LNTXao9AZB4&list=UUESLZhusAkFfsNsApnjF_Cg&index=63,"E73: Late-stage VC markdowns and mistakes, market strategy, Ukraine/Russia update with Brad Gerstner",https://i.ytimg.com/vi/LNTXao9AZB4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtILjzL7RjHsZy6rbtpkoRIIPpgw
51,"E72: Impact of sanctions, deglobalization, food shortage risks, macroeconomic outlook and more",72.0,https://www.youtube.com/watch?v=_U3pVW4u_vw&list=UUESLZhusAkFfsNsApnjF_Cg&index=64,"E72: Impact of sanctions, deglobalization, food shortage risks, macroeconomic outlook and more",https://i.ytimg.com/vi/_U3pVW4u_vw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtGUnx9HXugVJ2GHW-tGrXmmreQA
52,"E71: Russia/Ukraine deep dive: escalation, risk factors, financial fallout, exit ramps and more",71.0,https://www.youtube.com/watch?v=vPMPdF5JW0o&list=UUESLZhusAkFfsNsApnjF_Cg&index=65,"E71: Russia/Ukraine deep dive: escalation, risk factors, financial fallout, exit ramps and more",https://i.ytimg.com/vi/vPMPdF5JW0o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxD87NzIXekH6u2ntZSZlWnvvV3w
53,"E70: EMERGENCY POD! Russia invades Ukraine: Reactions, Putin's ambition, Biden's response and more",70.0,https://www.youtube.com/watch?v=a42_znM48aE&list=UUESLZhusAkFfsNsApnjF_Cg&index=66,"E70: EMERGENCY POD! Russia invades Ukraine: Reactions, Putin's ambition, Biden's response and more",https://i.ytimg.com/vi/a42_znM48aE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASW0S3RFyVJv3fCRilF3HBgBxo8g
